1.05672e-11 0
1.17659e-11 0
1.31007e-11 0
1.45868e-11 0
1.62415e-11 0
1.80839e-11 0
2.01354e-11 0
2.24195e-11 0
2.49628e-11 0
2.77946e-11 2
3.09476e-11 1
3.44582e-11 0
3.83672e-11 4
4.27195e-11 3
4.75656e-11 0
5.29614e-11 2
5.89694e-11 1
6.56588e-11 3
7.31071e-11 0
8.14004e-11 0
9.06344e-11 3
1.00916e-10 1
1.12364e-10 7
1.2511e-10 3
1.39303e-10 4
1.55105e-10 8
1.727e-10 3
1.92291e-10 4
2.14105e-10 5
2.38393e-10 8
2.65436e-10 6
2.95547e-10 9
3.29074e-10 16
3.66404e-10 22
4.07968e-10 17
4.54248e-10 11
5.05778e-10 15
5.63153e-10 14
6.27037e-10 23
6.98168e-10 66
7.77368e-10 37
8.65552e-10 50
9.6374e-10 62
1.07307e-09 79
1.19479e-09 89
1.33033e-09 97
1.48124e-09 119
1.64928e-09 138
1.83637e-09 164
2.04469e-09 204
2.27663e-09 238
2.53489e-09 330
2.82245e-09 316
3.14263e-09 351
3.49913e-09 403
3.89607e-09 509
4.33804e-09 601
4.83014e-09 676
5.37807e-09 825
5.98816e-09 1034
6.66745e-09 1129
7.4238e-09 1281
8.26596e-09 1591
9.20364e-09 1845
1.02477e-08 2229
1.14102e-08 2336
1.27046e-08 2710
1.41458e-08 3082
1.57505e-08 3428
1.75372e-08 3810
1.95266e-08 4318
2.17417e-08 4964
2.42081e-08 5381
2.69542e-08 5923
3.00119e-08 6439
3.34164e-08 6870
3.72072e-08 7174
4.14279e-08 7619
4.61275e-08 7687
5.13602e-08 7565
5.71865e-08 7594
6.36737e-08 7443
7.08968e-08 6913
7.89393e-08 6235
8.78941e-08 5568
9.78648e-08 4998
1.08967e-07 4094
1.21328e-07 3413
1.35091e-07 2909
1.50416e-07 2302
1.67479e-07 1840
1.86478e-07 1646
2.07631e-07 1459
2.31185e-07 1386
2.57411e-07 1233
2.86611e-07 1276
3.19124e-07 1243
3.55326e-07 1180
3.95634e-07 1128
4.40514e-07 1093
4.90486e-07 1191
5.46126e-07 1169
6.08079e-07 1097
6.77059e-07 1214
7.53864e-07 1059
8.39382e-07 989
9.34602e-07 1097
1.04062e-06 1101
1.15867e-06 1109
1.29011e-06 1172
1.43646e-06 1074
1.59941e-06 1149
1.78085e-06 1141
1.98287e-06 1237
2.2078e-06 1108
2.45825e-06 1214
2.73712e-06 1112
3.04761e-06 1210
3.39333e-06 1175
3.77827e-06 1167
4.20688e-06 1204
4.6841e-06 1054
5.21547e-06 1190
5.80711e-06 1092
6.46586e-06 1198
7.19935e-06 1188
8.01604e-06 1157
8.92538e-06 1184
9.93787e-06 1113
1.10652e-05 1140
1.23204e-05 1204
1.37181e-05 1164
1.52742e-05 1203
1.7007e-05 1163
1.89362e-05 1152
2.10843e-05 1233
2.34761e-05 1188
2.61393e-05 1243
2.91045e-05 1221
3.24061e-05 1235
3.60822e-05 1239
4.01754e-05 1248
4.47328e-05 1266
4.98073e-05 1233
5.54574e-05 1220
6.17485e-05 1284
6.87532e-05 1192
7.65526e-05 1253
8.52367e-05 1183
9.49059e-05 1266
0.000105672 1340
0.000117659 1397
0.000131007 1242
0.000145868 1259
0.000162415 1266
0.000180839 1245
0.000201354 1257
0.000224195 1325
0.000249628 1206
0.000277946 1201
0.000309476 1286
0.000344582 1307
0.000383672 1279
0.000427195 1281
0.000475656 1256
0.000529614 1291
0.000589694 1326
0.000656588 1370
0.000731071 1315
0.000814004 1233
0.000906344 1241
0.00100916 1367
0.00112364 1276
0.0012511 1359
0.00139303 1330
0.00155105 1356
0.001727 1261
0.00192291 1374
0.00214105 1288
0.00238393 1050
0.00265436 895
0.00295547 1312
0.00329074 1430
0.00366404 1416
0.00407968 1480
0.00454248 1495
0.00505778 1450
0.00563153 1476
0.00627037 1508
0.00698168 1635
0.00777368 1624
0.00865552 1511
0.0096374 1583
0.0107307 1655
0.0119479 1652
0.0133033 1703
0.0148124 1753
0.0164928 1709
0.0183637 1651
0.0204469 1736
0.0227663 1824
0.0253489 1881
0.0282245 1757
0.0314263 1751
0.0349913 1875
0.0389607 2030
0.0433804 2092
0.0483014 2076
0.0537807 2412
0.0598816 2266
0.0666745 2460
0.074238 2601
0.0826596 2672
0.0920364 2806
0.102477 3010
0.114102 3111
0.127046 3326
0.141458 3332
0.157505 3409
0.175372 3441
0.195266 3825
0.217417 4306
0.242081 4551
0.269542 4500
0.300119 4776
0.334164 4093
0.372072 2853
0.414279 4070
0.461275 7119
0.513602 8000
0.571865 8973
0.636737 9293
0.708968 8952
0.789393 8063
0.878941 6421
0.978648 6557
1.08967 7783
1.21328 9047
1.35091 10042
1.50416 9659
1.67479 9030
1.86478 9055
2.07631 9859
2.31185 11963
2.57411 8736
2.86611 5435
3.19124 3826
3.55326 2837
3.95634 2592
4.40514 1668
4.90486 1210
5.46126 657
6.08079 345
6.77059 162
7.53864 61
8.39382 52
9.34602 17
10.4062 14
11.5867 2
12.9011 4
14.3646 4
15.9941 3
17.8085 3
19.8287 7
22.078 1
24.5825 1
27.3712 6
30.4761 2
33.9333 7
37.7827 1
42.0688 3
46.841 3
52.1547 1
58.0711 3
64.6586 5
71.9935 2
80.1604 2
89.2538 4
99.3787 2
110.652 5
123.204 2
137.181 0
152.742 0
170.07 1
189.362 0
210.843 1
234.761 0
261.393 0
291.045 2
324.061 2
360.822 0
401.754 0
447.328 0
498.073 0
554.574 0
617.485 0
687.532 0
765.526 0
